book_id,authors,year,title,language_code,image_url,genres
2223,Jack Higgins,1975.0,"The Eagle Has Landed (Liam Devlin, #1)",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Biography|Nonfiction|Science|History|Science|Physics
2224,Laurell K. Hamilton,1996.0,"The Lunatic Cafe (Anita Blake, Vampire Hunter #4)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction|Thriller|Mystery|Romance|Suspense
2225,David Wong,2007.0,"John Dies at the End (John Dies at the End, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Romance|Young Adult|New Adult|Contemporary|Womens Fiction|Chick Lit|Romance|Contemporary Romance|Fiction|Academic|College|Did Not Finish|Humor|Funny
2226,"Carl Sagan, Ann Druyan",1995.0,The Demon-Haunted World: Science as a Candle in the Dark,eng,https://images.gr-assets.com/books/1405201597m/17349.jpg,Philosophy|Classics|Nonfiction|History
2227,Lucy Christopher,2009.0,Stolen: A Letter to My Captor,eng,https://images.gr-assets.com/books/1311064295m/6408862.jpg,Mystery|Fiction|Mystery|Crime|Thriller|Thriller|Mystery Thriller
2228,Stanisław Lem,1961.0,Solaris,eng,https://images.gr-assets.com/books/1498631519m/95558.jpg,Short Stories|Fantasy|Fiction|Horror|Fantasy|Fairy Tales|Gothic|Feminism
2229,Elizabeth Wurtzel,1994.0,Prozac Nation,en-US,https://images.gr-assets.com/books/1282607176m/227603.jpg,Paranormal|Vampires|Young Adult|Fantasy|Paranormal|Fantasy
2230,Lloyd Alexander,1965.0,The Black Cauldron (The Chronicles of Prydain #2),eng,https://images.gr-assets.com/books/1405377996m/24784.jpg,Fiction
2231,Daniel J. Levitin,2006.0,This Is Your Brain on Music: The Science of a Human Obsession,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Science Fiction|Fantasy|Classics|Fiction|Adventure
2232,Mitch Albom,2013.0,The First Phone Call from Heaven,eng,https://images.gr-assets.com/books/1380034020m/17888952.jpg,Fiction|Mystery|Humor
2233,Augusten Burroughs,2006.0,Possible Side Effects,en-US,https://images.gr-assets.com/books/1412064839m/61115.jpg,Fantasy|Fiction|Young Adult|Fantasy|Magic
2234,Anna Quindlen,2014.0,Still Life with Bread Crumbs,eng,https://images.gr-assets.com/books/1403168088m/17884042.jpg,Fantasy|Fiction|Fantasy|Epic Fantasy|Fantasy|High Fantasy
2235,Agatha Christie,1936.0,"The A.B.C. Murders (Hercule Poirot, #13)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Young Adult|Romance|Contemporary|Fiction
2236,Anonymous,1909.0,Holy Bible: New International Version,eng,https://images.gr-assets.com/books/1382581321m/280111.jpg,Classics|Fiction|Childrens|Animals|Horses|Young Adult|Animals
2237,J.R. Ward,2012.0,"Lover Reborn (Black Dagger Brotherhood, #10)",eng,https://images.gr-assets.com/books/1319144072m/10993282.jpg,Fantasy|Fiction|Young Adult|Humor
2238,Julia Quinn,2000.0,"The Duke and I (Bridgertons, #1)",en-US,https://images.gr-assets.com/books/1379594717m/110391.jpg,Fantasy|Fiction|Humor
2239,"Margaret Weis, Tracy Hickman",1985.0,"Dragons of Spring Dawning (Dragonlance: Chronicles, #3)",eng,https://images.gr-assets.com/books/1312062224m/68378.jpg,Fantasy|Animals|Fiction
2240,Lorraine Hansberry,1959.0,A Raisin in the Sun,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Science Fiction|Steampunk|Fantasy|Science Fiction|Adventure|Fiction|Young Adult
2241,Richard K. Morgan,2002.0,"Altered Carbon (Takeshi Kovacs, #1)",eng,https://images.gr-assets.com/books/1387128955m/40445.jpg,Science Fiction|Fiction|Science Fiction Fantasy
2242,Tom Clancy,1991.0,"The Sum of All Fears (Jack Ryan Universe, #7)",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy|Young Adult|Horror|Fiction
2243,A.J. Banner,2015.0,The Good Neighbor,eng,https://images.gr-assets.com/books/1465938498m/25837341.jpg,Fantasy|Young Adult|Romance
2244,"Brian K. Vaughan, Fiona Staples",2013.0,"Saga, Vol. 2 (Saga, #2)",eng,https://images.gr-assets.com/books/1486028954m/17131869.jpg,Historical|Historical Fiction|Fiction|Romance|Historical|Classics|Romance|Historical Romance|European Literature|British Literature
2245,Lee Child,2004.0,"The Enemy (Jack Reacher, #8)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy|Young Adult|Fiction|New Adult|Business|Amazon
2246,Michael   Lewis,2014.0,Flash Boys: A Wall Street Revolt,eng,https://images.gr-assets.com/books/1404963230m/20604826.jpg,Fantasy|Paranormal|Romance|Paranormal Romance|Fantasy|Romance
2247,"Jean-Dominique Bauby, Jeremy Leggatt",1997.0,The Diving Bell and the Butterfly,en-US,https://images.gr-assets.com/books/1336930564m/193755.jpg,War|Cultural|Iran|Cultural|India|Romance|Cultural|Pakistan|Love
2248,"Bill O'Reilly, Martin Dugard",2012.0,Killing Kennedy: The End of Camelot,eng,https://images.gr-assets.com/books/1337689366m/13538641.jpg,Fiction|Mystery|Mystery|Crime|Classics|Thriller
2249,John Grisham,2015.0,Rogue Lawyer,,https://images.gr-assets.com/books/1434559021m/25387351.jpg,Adventure|New Adult|Young Adult|Fiction|Adult|Historical|Historical Fiction|Historical|Romance|Love Story|Novels|Romance
2250,Bill Bryson,2006.0,The Life and Times of the Thunderbolt Kid,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Romance|New Adult|Young Adult|Contemporary|Novella
2251,Chevy Stevens,2010.0,Still Missing,en-US,https://images.gr-assets.com/books/1260468195m/7159515.jpg,Fiction|Mystery|Mystery|Crime|Thriller|Horror
2252,Frank McCourt,1999.0,"'Tis (Frank McCourt, #2)",eng,https://images.gr-assets.com/books/1375947803m/4912.jpg,Fiction|Romance|Fantasy|Young Adult|Historical|Historical Fiction
2253,Charles C. Mann,2005.0,1491: New Revelations of the Americas Before Columbus,eng,https://images.gr-assets.com/books/1327865228m/39020.jpg,Fantasy|Urban Fantasy|Paranormal|Vampires|Fantasy|Paranormal|Fantasy|Romance
2254,Marissa Meyer,2015.0,"Fairest (The Lunar Chronicles, #3.5)",eng,https://images.gr-assets.com/books/1460846345m/22489107.jpg,Young Adult|Fiction|Contemporary|New Adult|Novels|Adult|Romance|Love Story|Young Adult|Teen|Childrens|Middle Grade|Music
2255,Kay Redfield Jamison,1995.0,An Unquiet Mind: A Memoir of Moods and Madness,eng,https://images.gr-assets.com/books/1350028748m/361459.jpg,Nonfiction|Animals|Biography|Autobiography|Memoir|Classics
2256,Sarah  Young,2004.0,Jesus Calling: Enjoying Peace in His Presence,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Romance|Thriller|Fantasy|Paranormal|Paranormal|Vampires|Paranormal Urban Fantasy
2257,Edward Albee,1962.0,Who's Afraid of Virginia Woolf?,eng,https://images.gr-assets.com/books/1327962277m/14940.jpg,Paranormal|Vampires|Romance|Paranormal Romance|Fantasy|Paranormal|Romance|Fantasy
2258,Andrzej Sapkowski,1993.0,"The Last Wish (The Witcher, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy|Urban Fantasy|Fantasy|Paranormal|Fantasy|Romance|Romance|Paranormal Romance|Paranormal|Vampires
2259,"Umberto Eco, William Weaver",1988.0,Foucault's Pendulum,en-US,https://images.gr-assets.com/books/1396645125m/17841.jpg,Fiction|Cultural|Japan|Mystery|Thriller|Asian Literature|Japanese Literature|Mystery|Crime|Horror
2260,Don Freeman,1978.0,A Pocket for Corduroy,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Historical|Historical Fiction|Fiction|Classics|Christian|Christian Fiction|Religion|Historical
2261,"James Patterson, Maxine Paetro",2006.0,"The 5th Horseman (Women's Murder Club, #5)",,https://images.gr-assets.com/books/1396631487m/21445.jpg,Fantasy|Young Adult|Romance
2262,Jacqueline Carey,2001.0,"Kushiel's Dart (Phèdre's Trilogy, #1)",eng,https://images.gr-assets.com/books/1328168291m/153008.jpg,Mystery|Fiction|Young Adult|Adventure|Childrens|Middle Grade
2263,Eric Metaxas,2009.0,"Bonhoeffer: Pastor, Martyr, Prophet, Spy",eng,https://images.gr-assets.com/books/1298218180m/7501962.jpg,Historical|Historical Fiction|Fiction|Classics
2264,Janet Evanovich,2011.0,"Explosive Eighteen (Stephanie Plum, #18)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy|Urban Fantasy|Paranormal|Vampires|Fantasy|Paranormal|Fantasy|Romance|Romance|Paranormal Romance
2265,Michael  Grant,2010.0,"Lies (Gone, #3)",en-US,https://images.gr-assets.com/books/1257814886m/6686092.jpg,Young Adult|Fantasy|Magical Realism|Fiction|Romance
2266,A.W. Tozer,1948.0,The Pursuit of God,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction
2267,Julie Kagawa,2011.0,"The Iron Knight (The Iron Fey, #4)",eng,https://images.gr-assets.com/books/1375920888m/9659607.jpg,Mystery|Fiction|Historical|Historical Fiction|Thriller|Writing|Books About Books
2268,Jacqueline Winspear,2003.0,"Maisie Dobbs (Maisie Dobbs, #1)",en-US,https://images.gr-assets.com/books/1312066155m/462033.jpg,Fiction|Historical|Historical Fiction|Cultural|Greece|Historical
2269,Raymond E. Feist,1982.0,"Magician (The Riftwar Saga, #1-2)",eng,https://images.gr-assets.com/books/1472201148m/43916.jpg,Fantasy|Young Adult|Romance|Fantasy|Fairy Tales|Retellings
2270,Ann Brashares,2007.0,"Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood, #4)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Romance|Paranormal Romance|Fantasy|Paranormal|Romance|Fantasy|Paranormal|Vampires
2271,Terry Pratchett,1996.0,"Feet of Clay (Discworld, #19; City Watch, #3)",,https://images.gr-assets.com/books/1320490628m/34527.jpg,Fantasy|Fiction|Fantasy|Epic Fantasy|Fantasy|High Fantasy
2272,"Stieg Larsson, Reg Keeland",2005.0,"The Millennium Trilogy (Millennium Trilogy, #1-3)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Horror|Fiction|Gothic|Classics|Mystery|Historical|Historical Fiction|Paranormal|Ghosts
2273,Dot Hutchison,2016.0,The Butterfly Garden (The Collector #1),eng,https://images.gr-assets.com/books/1461392121m/29981261.jpg,Fantasy|European Literature|German Literature|Classics|Young Adult|Fiction|Childrens
2274,Tom Robbins,1990.0,Skinny Legs and All,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Mystery|Mystery|Crime|Fiction|Thriller
2275,Jeaniene Frost,2009.0,"Destined for an Early Grave (Night Huntress, #4)",en-US,https://images.gr-assets.com/books/1315175949m/5604848.jpg,Fiction|Classics|Novels|Literature|Literature|American
2276,R.K. Lilley,2012.0,"In Flight (Up in the Air, #1)",eng,https://images.gr-assets.com/books/1397321579m/16134782.jpg,Classics|Fiction|Young Adult|Childrens|Historical|Historical Fiction
2277,James Patterson,2006.0,"Cross (Alex Cross, #12)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Science Fiction|Apocalyptic|Post Apocalyptic|Fiction|Science Fiction|Apocalyptic|Science Fiction|Dystopia
2278,Meg Cabot,2002.0,"All-American Girl (All-American Girl, #1)",eng,https://images.gr-assets.com/books/1291882422m/19448.jpg,Fiction|Classics|Cultural|Russia|Literature
2279,Bill Bryson,1991.0,Neither Here nor There: Travels in Europe,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy|Fantasy|Urban Fantasy|Mystery|Fiction|Fantasy|Paranormal|Fantasy|Magic
2280,David Levithan,2003.0,Boy Meets Boy,eng,https://images.gr-assets.com/books/1356335082m/23228.jpg,Paranormal|Vampires|Young Adult|Romance|Fantasy|Paranormal|Fantasy
2281,Wally Lamb,2013.0,We Are Water,eng,https://images.gr-assets.com/books/1361329815m/17349023.jpg,Fantasy|Urban Fantasy|Fantasy|Fantasy|Paranormal|Paranormal|Vampires|Paranormal|Witches
2282,James Patterson,2009.0,"Max (Maximum Ride, #5)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Young Adult|Science Fiction|Science Fiction|Dystopia
2283,Alexandra Adornetto,2010.0,"Halo (Halo, #1)",en-US,https://images.gr-assets.com/books/1278885735m/7778981.jpg,Science Fiction|Fiction
2284,Kiran Desai,2006.0,The Inheritance of Loss,eng,https://images.gr-assets.com/books/1327909065m/95186.jpg,Womens Fiction|Chick Lit|Fiction|Romance
2285,Raymond E. Feist,1986.0,"A Darkness At Sethanon (The Riftwar Saga, #4)",en-GB,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Historical|Historical Fiction|Fiction|Mystery|Historical|Gothic
2286,"Johann Wolfgang von Goethe, Burton Pike",1774.0,The Sorrows of Young Werther,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Classics|Fiction|Adventure|Childrens
2287,Jeaniene Frost,2008.0,"At Grave's End (Night Huntress, #3)",en-US,https://images.gr-assets.com/books/1448167943m/3570231.jpg,Fiction|Young Adult|Childrens|Mystery
2288,Alexandra Fuller,2001.0,Don't Let's Go to the Dogs Tonight,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Historical|Historical Fiction|Fiction|Historical|Romance|Cultural|France
2289,Robin McKinley,1978.0,Beauty: A Retelling of the Story of Beauty and the Beast,eng,https://images.gr-assets.com/books/1294192311m/41424.jpg,Mystery|Mystery|Crime|Fiction|Thriller|Thriller|Mystery Thriller
2290,Jonathan Safran Foer,2009.0,Eating Animals,eng,https://images.gr-assets.com/books/1327877480m/6604712.jpg,Mystery|Fantasy|Fantasy|Paranormal|Young Adult
2291,"Angie Sage, Mark Zug",2006.0,"Flyte (Septimus Heap, #2)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Historical|Historical Fiction|Romance|Cultural|Canada|Historical|Classics|Young Adult
2292,"سعود السنعوسي, Saud Alsanousi",2012.0,ساق البامبو,ara,https://images.gr-assets.com/books/1336743682m/13637412.jpg,Fantasy|Fantasy|Epic Fantasy|Fiction|Fantasy|High Fantasy
2293,Rae Carson,2011.0,"The Girl of Fire and Thorns (Fire and Thorns, #1)",en-US,https://images.gr-assets.com/books/1323448113m/10429092.jpg,Philosophy|Classics|Writing|Essays|Nonfiction|Cultural|France
2294,Ann Aguirre,2011.0,"Enclave (Razorland, #1)",eng,https://images.gr-assets.com/books/1327877657m/7137327.jpg,Fantasy|Fiction|Humor
2295,"Dava Sobel, Neil Armstrong",1995.0,Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy|Young Adult|Science Fiction|Science Fiction|Dystopia
2296,Patricia Cornwell,1997.0,"Unnatural Exposure (Kay Scarpetta, #8)",en-GB,https://images.gr-assets.com/books/1383293921m/232145.jpg,Fantasy|Paranormal|Paranormal|Vampires|Romance|Paranormal Romance|Romance|Fantasy|Urban Fantasy|Fantasy
2297,"Johann Wolfgang von Goethe, Peter Salm",1808.0,Faust: First Part,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,History|Nonfiction|Science|Anthropology|Sociology|Politics|Historical|Economics|History|World History|Abandoned
2298,James W. Loewen,1995.0,Lies My Teacher Told Me,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Young Adult|Fiction|Classics|Young Adult|Coming Of Age
2299,Robin Hobb,2003.0,"Fool's Fate (Tawny Man, #3)",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Historical|Historical Fiction|Fiction|Cultural|African American
2300,"Joe Hill, Gabriel Rodríguez",2008.0,"Locke & Key, Vol. 1: Welcome to Lovecraft",en-US,https://images.gr-assets.com/books/1377304780m/3217221.jpg,Christian Fiction|Christian|Historical|Historical Fiction|Fiction|Romance|Historical
2301,Patrick Ness,2009.0,"The Ask and the Answer (Chaos Walking, #2)",eng,https://images.gr-assets.com/books/1408312960m/6043849.jpg,Young Adult|Romance|Contemporary
2302,Alexandra Ripley,1991.0,Scarlett,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Young Adult|Mystery|Romance|Contemporary
2303,Laurell K. Hamilton,1996.0,"Bloody Bones (Anita Blake, Vampire Hunter #5)",eng,https://images.gr-assets.com/books/1304126691m/30241.jpg,Science|Nonfiction|Biology|Evolution|Science|Biology|History
2304,F. Scott Fitzgerald,1920.0,This Side of Paradise,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,History|Nonfiction|War|War|World War I|War|Military Fiction|Military|Military History|Historical|History|European History|Politics|History|World History
2305,Blaine Harden,2012.0,Escape from Camp 14: One Man's Remarkable Odyssey from North Korea to Freedom in the West,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction|Young Adult|Childrens|Fantasy
2306,Kim Harrison,2005.0,"Every Which Way But Dead (The Hollows, #3)",en-US,https://images.gr-assets.com/books/1347819379m/30263.jpg,Fantasy|Young Adult|Adventure|Fiction
2307,Curtis Sittenfeld,2016.0,"Eligible: A Modern Retelling of Pride and Prejudice (The Austen Project, #4)",eng,https://images.gr-assets.com/books/1460477855m/25852870.jpg,Fiction|Classics|Psychology|Contemporary|Novels|Literature
2308,Sarah Thornton,2008.0,Seven Days in the Art World,,https://images.gr-assets.com/books/1358748500m/6988014.jpg,Romance|Fiction|Womens Fiction|Chick Lit|Contemporary|Adult|Adult Fiction
2309,"J.R.R. Tolkien, Christopher Tolkien, Alan Lee",2007.0,The Children of Húrin,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction|Philosophy|Novels|Spirituality
2310,Dave Ramsey,2003.0,The Total Money Makeover: A Proven Plan for Financial Fitness,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Young Adult|Lgbt|Romance|Contemporary|Fiction
2311,"Richard Atwater, Florence Atwater, Robert Lawson",1938.0,Mr. Popper's Penguins,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction|Young Adult|Childrens|Fantasy
2312,Orson Scott Card,2002.0,"Shadow Puppets (Ender's Shadow, #3)",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Young Adult|Contemporary|Romance|Fiction
2313,Lev Grossman,2014.0,"The Magician's Land (The Magicians, #3)",eng,https://images.gr-assets.com/books/1455089828m/19103097.jpg,Science Fiction|Fiction|Fantasy
2314,William Faulkner,1932.0,Light in August,en-US,https://images.gr-assets.com/books/1355360091m/10979.jpg,Nonfiction|Autobiography|Memoir|Biography
2315,"E.B. White, Fred Marcellino",1970.0,The Trumpet of the Swan,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Young Adult|Poetry|Fiction|Contemporary
2316,George Saunders,2013.0,Tenth of December,eng,https://images.gr-assets.com/books/1349967540m/13641208.jpg,Young Adult|Romance|Contemporary|Realistic Fiction|Fiction
2317,Sherrilyn Kenyon,2002.0,"Night Pleasures (Dark-Hunter, #1)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Young Adult|Science Fiction|Romance|Fantasy
2318,"Thomas J. Stanley, William D. Danko",1995.0,The Millionaire Next Door: The Surprising Secrets of Americas Wealthy,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Nonfiction|Politics|Biography|Autobiography|Memoir|Biography|Autobiography
2319,Ally Carter,2009.0,"Don't Judge a Girl by Her Cover (Gallagher Girls, #3)",en-US,https://images.gr-assets.com/books/1359827132m/5267365.jpg,Science Fiction|Fiction|Space|Space Opera
2320,Bob Dylan,2004.0,"Chronicles, Vol. 1",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Historical|Historical Fiction|Young Adult|Historical|Fiction|Science Fiction|Time Travel|Fantasy|Contemporary|Romance|Young Adult|Teen|Cultural|France
2321,Bill Bryson,1989.0,The Lost Continent: Travels in Small Town America,en-US,https://images.gr-assets.com/books/1404042682m/26.jpg,Science Fiction|Fiction|Classics
2322,Lisa See,2011.0,Dreams of Joy (Shanghai Girls #2),en-CA,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Historical|Historical Fiction|Young Adult|Fiction|Childrens|Historical|Childrens|Middle Grade
2323,Sidney Sheldon,1998.0,Tell Me Your Dreams,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Sequential Art|Comics|Humor|Sequential Art|Graphic Novels|Fiction
2324,"Laura Ingalls Wilder, Garth Williams",1939.0,"By the Shores of Silver Lake  (Little House, #5)",,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Science Fiction|Fiction|Fantasy
2325,Iain M. Banks,1988.0,"The Player of Games (Culture, #2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction|Horror|Contemporary|Novels
2326,"George Selden, Garth Williams",1960.0,The Cricket in Times Square,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Science Fiction|Dystopia|Young Adult|Science Fiction
2327,Patrick Lencioni,2002.0,The Five Dysfunctions of a Team: A Leadership Fable,eng,https://images.gr-assets.com/books/1400841022m/21343.jpg,Science Fiction|Fantasy|Fiction
2328,"William S. Burroughs, Oliver  Harris, Allen Ginsberg",1953.0,Junky,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy|Fiction|Classics|Gothic
2329,"Roger Fisher, William Ury, Bruce Patton",1981.0,Getting to Yes: Negotiating an Agreement Without Giving In,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy|Young Adult|Adventure|Fiction
2330,R.K. Lilley,2012.0,"Mile High (Up in the Air, #2)",en-GB,https://images.gr-assets.com/books/1352489991m/16136959.jpg,Fiction|Historical|Historical Fiction|Science Fiction|Alternate History|Thriller|Mystery|Mystery|Crime|Science Fiction
2331,Colleen Hoover,2015.0,November 9,en-US,https://images.gr-assets.com/books/1447138036m/25111004.jpg,Young Adult|Fantasy|Fantasy|Paranormal|Science Fiction
2332,Kerry Lonsdale,2016.0,"Everything We Keep (Everything We Keep, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Science Fiction|Fiction|Science Fiction|Dystopia|Apocalyptic|Post Apocalyptic
2333,Samantha Towle,2012.0,"The Mighty Storm (The Storm, #1)",eng,https://images.gr-assets.com/books/1345793260m/15724654.jpg,Fantasy|Young Adult|Fantasy|Magic|Romance|Fantasy|High Fantasy
2334,Madeline Miller,2011.0,The Song of Achilles,eng,https://images.gr-assets.com/books/1331154660m/11250317.jpg,Young Adult|Romance|Womens Fiction|Chick Lit
2335,Amy Schumer,2016.0,The Girl with the Lower Back Tattoo,eng,https://images.gr-assets.com/books/1462657819m/29405093.jpg,New Adult|Romance|Contemporary|Romance|Contemporary Romance
2336,"Krishna-Dwaipayana Vyasa, Simon Brodbeck, Juan Mascaró",-400.0,The Bhagavad Gita,eng,https://images.gr-assets.com/books/1383059639m/99944.jpg,Horror|Fiction|Short Stories|Young Adult|Coming Of Age
2337,"Paul Auster, Art Spiegelman",1987.0,The New York Trilogy,eng,https://images.gr-assets.com/books/1386924429m/431.jpg,Contemporary|Romance|Contemporary Romance|Romance|Academic|College|Womens Fiction|Chick Lit|New Adult
2338,Pam Muñoz Ryan,2000.0,Esperanza Rising,eng,https://images.gr-assets.com/books/1328869043m/89763.jpg,Novels|Romance
2339,J.D. Salinger,1955.0,"Raise High the Roof Beam, Carpenters & Seymour: An Introduction",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Religion|Christianity|Lds|Nonfiction|Religion|Church|Spirituality
2340,Candace Bushnell,1996.0,Sex and the City,,https://images.gr-assets.com/books/1344270731m/7455.jpg,Fiction|Cultural|France|Classics|Romance|European Literature|French Literature
2341,Laurell K. Hamilton,1997.0,"The Killing Dance (Anita Blake, Vampire Hunter, #6)",en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Sequential Art|Comics|Sequential Art|Graphic Novels|Dc Comics|Batman|Superheroes|Dc Comics|Fiction|Comics|Comic Book
2342,"Friedrich Nietzsche, R.J. Hollingdale, Michael Tanner",1886.0,Beyond Good and Evil,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fantasy|Fiction|Horror|Science Fiction|Westerns|Thriller|Apocalyptic|Post Apocalyptic|Adventure|Novels|Epic
2343,Christopher Paul Curtis,1995.0,The Watsons Go to Birmingham - 1963,eng,https://images.gr-assets.com/books/1320496341m/108077.jpg,Fantasy|Urban Fantasy|Shapeshifters|Werewolves|Animals|Wolves
2344,Charles Bukowski,1975.0,Factotum,,https://images.gr-assets.com/books/1407706616m/497199.jpg,Paranormal|Vampires|Romance|Paranormal Romance|Fantasy|Paranormal|Romance|Fantasy
2345,Julie Kagawa,2012.0,"The Immortal Rules (Blood of Eden, #1)",eng,https://images.gr-assets.com/books/1323357921m/10215349.jpg,Classics|Fiction|Novels|Childrens
2346,Dave Cullen,2009.0,Columbine,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fiction|Short Stories|Cultural|India|Contemporary
2347,Anne Rice,1993.0,"Lasher (Lives of the Mayfair Witches, #2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Christian|Religion|Theology|Reference|Religion|Christianity
2348,Laila Ibrahim,2010.0,Yellow Crocus,en-US,https://images.gr-assets.com/books/1406315601m/22319275.jpg,Nonfiction|Psychology|Science|Business|Economics
2349,"Mark Owen, Kevin Maurer",2012.0,No Easy Day: The Firsthand Account of the Mission That Killed Osama Bin Laden,en-US,https://images.gr-assets.com/books/1345815909m/15814872.jpg,Young Adult|Fantasy|Science Fiction
2350,Laura Moriarty,2012.0,The Chaperone,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Romance|New Adult|Contemporary|Romance|Contemporary Romance|Erotica|Menage
