book_id,title,book_rating,genres
16981,Invisible Man,3.84,Science Fiction|Fiction|Classics|Science Fiction Fantasy
43015,A Long Way Gone: Memoirs of a Boy Soldier,4.14,Fantasy|Young Adult|Science Fiction|Time Travel|Romance|Historical|Historical Fiction
9822,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",4.13,Young Adult|Poetry|Fiction|Contemporary
39662,Different Seasons,4.34,Young Adult|Science Fiction|Dystopia|Science Fiction
114345,"The Little House Collection (Little House, #1-9)",4.33,Young Adult|Fantasy|Fantasy|Paranormal|Fantasy|Urban Fantasy|Fantasy|Supernatural
33926,The Girls' Guide to Hunting and Fishing,3.29,Romance|Romance|Contemporary Romance|Adult Fiction|Erotica|Contemporary|Adult|New Adult|Did Not Finish
13453029,"Wool Omnibus (Silo, #1)",4.24,Science Fiction|Dystopia|Young Adult|Fantasy|Paranormal|Science Fiction
28881,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",4.26,Young Adult|Fantasy|Fantasy|Paranormal|Fantasy|Urban Fantasy|Romance|Fantasy|Supernatural
6708,The Power of Now: A Guide to Spiritual Enlightenment,4.1,Romance|New Adult|Contemporary|Romance|Contemporary Romance|Young Adult
12868761,Let's Pretend This Never Happened: A Mostly True Memoir,3.9,Young Adult|Fantasy|Science Fiction|Romance
127455,"The Lies of Locke Lamora (Gentleman Bastard, #1)",4.3,Fiction|Philosophy|Spirituality|Fantasy|Classics
518848,"Sabriel (Abhorsen,  #1)",4.17,Classics|Fiction|Romance
5161066,"Dead and Gone (Sookie Stackhouse, #9)",4.01,Historical|Historical Fiction|Fiction|Young Adult|Childrens|Sequential Art|Graphic Novels|Fantasy
15753740,The Storyteller,4.26,Mystery|Fiction|Mystery|Crime|Classics
12578077,"Obsidian (Lux, #1)",4.23,Classics|Fiction|Literature|Literature|American
8694,"Life, the Universe and Everything (Hitchhiker's Guide, #3)",4.19,Science Fiction|Fiction|Humor|Fantasy
17167166,"Crown of Midnight (Throne of Glass, #2)",4.49,Classics|Fiction|Literature|Academic|School
29800,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",4.18,Fiction|Classics|Historical|Historical Fiction
6366437,Half Broke Horses,4.05,Classics|Plays|Drama|Academic|School|Fiction|Academic|Read For School
386372,"Mort (Death, #1; Discworld, #4)",4.22,Fantasy|Romance|Fiction|Historical|Historical Fiction|Fantasy|Fairy Tales|Young Adult
6644117,"The Iron King (The Iron Fey, #1)",3.92,Young Adult|Science Fiction|Dystopia|Science Fiction
256008,Lonesome Dove,4.47,Young Adult|Paranormal|Vampires|Fantasy|Fantasy|Paranormal|Romance
32145,Stiff: The Curious Lives of Human Cadavers,4.05,Historical|Historical Fiction|Young Adult|Fiction|Classics|Childrens|Historical
8709527,"Bloodlines (Bloodlines, #1)",4.22,Fantasy|Fiction|Classics|Adventure
9532,"Ender's Shadow (Ender's Shadow, #1)",4.3,Young Adult|Romance|Contemporary|Sociology|Abuse|Fiction|New Adult|Did Not Finish|Dark|Romance|Contemporary Romance|Young Adult|High School
6063187,Twenties Girl,3.82,Fiction|Contemporary|Literature
375013,Schindler's List,4.34,Fiction|Humor|Fantasy|Humor|Comedy|Science Fiction Fantasy
11337,The Bluest Eye,3.99,Nonfiction|Biography|Autobiography|Memoir
5971165,"The White Queen (The Plantagenet and Tudor Novels, #2)",3.9,Classics|Science Fiction|Fiction|Adventure
92057,The Autobiography of Malcolm X,4.29,Fiction|Classics|Science Fiction|Fantasy|Young Adult
23754,Preludes & Nocturnes (The Sandman #1),4.3,Historical|Historical Fiction|Fiction|Classics|Historical|Cultural|Israel|Literature|Jewish
110737,Seabiscuit: An American Legend,4.2,Paranormal|Vampires|Fantasy|Paranormal|Fantasy|Urban Fantasy|Romance|Paranormal Romance|Romance|Fantasy
21686,Shutter Island,4.07,Fantasy|Urban Fantasy|Paranormal|Vampires|Fantasy|Fantasy|Paranormal|Horror|Romance
188572,The Complete Sherlock Holmes,4.5,Science Fiction|Fiction|Fantasy|Religion
13006,Julius Caesar,3.65,Fiction|Historical|Historical Fiction|Thriller|Drama
9938498,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",3.81,Young Adult|Contemporary|Lgbt|Romance|Fiction
30289,The Republic,3.9,Fantasy|Fiction|Fantasy|Epic Fantasy|Fantasy|High Fantasy
47021,The Taming of the Shrew,3.81,Young Adult|Fantasy|Paranormal
13206828,"Cress (The Lunar Chronicles, #3)",4.46,Fiction|Contemporary|Psychology|Book Club
341879,Just Kids,4.14,Fiction|Humor|Historical|Historical Fiction|Classics|Media Tie In|Movies
567616,The Art Book,3.79,Fantasy|Fiction|Adventure
227941,Jemima J,3.62,Fantasy|Paranormal|Vampires|Fantasy|Paranormal|Fantasy|Urban Fantasy|Romance|Fiction|Mystery
30597,The Hunchback of Notre-Dame,3.97,Young Adult|Paranormal|Vampires|Fantasy|Fantasy|Paranormal
5211,A Fine Balance,4.34,Classics|Fiction|Literature|Literature|American
77727,Calvin and Hobbes,4.61,Fiction|Historical|Historical Fiction|Mystery|Historical|Cultural|Australia|Romance|Adult Fiction|European Literature|British Literature|Adult|Book Club
24765,"Specials (Uglies, #3)",3.77,Philosophy|Fiction|Classics|Cultural|France|Literature
58345,The Awakening,3.63,Historical|Historical Fiction|Fiction|Art|Classics|Cultural|Italy
4134071,"Hunted (House of Night, #5)",3.93,Young Adult|Fantasy|Paranormal|Romance|Science Fiction|Aliens|Fantasy|Science Fiction
10929,For One More Day,4.09,Poetry|Classics|Fiction|Literature
32669,"Clear and Present Danger (Jack Ryan Universe, #6)",4.08,Fiction|Short Stories|Classics|Magical Realism|Literature|Fantasy
30120,Falling Up,4.33,Romance|Fiction|Womens Fiction|Chick Lit|Contemporary|Adult
7821447,Sh*t My Dad Says,3.98,Fiction|Historical|Historical Fiction|Christian Fiction|Classics|Christian|Romance|Historical
135836,Trainspotting,4.07,Science Fiction|Fantasy
29581,Foundation and Empire (Foundation #2),4.2,Nonfiction|Self Help|Business|Psychology|Self Help|Personal Development
6596,The Four Agreements: A Practical Guide to Personal Freedom,4.12,Fantasy|Fiction|Humor
6614960,House Rules,4.01,Fiction|Thriller|War|Military Fiction|Suspense|Mystery
22917,The Complete Grimm's Fairy Tales,4.31,Nonfiction|Writing|Books About Books|Autobiography|Memoir|Biography
3980,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,4.15,Fiction|Fantasy|Romance|Historical|Historical Fiction
16130549,"Doctor Sleep (The Shining, #2)",4.1,Romance|Fiction|Womens Fiction|Chick Lit|Contemporary
4271,About a Boy,3.79,Fiction|Contemporary|Classics
15760001,"On Dublin Street (On Dublin Street, #1)",4.24,Fiction|Horror|Fantasy|Contemporary
3206011,Crazy Love: Overwhelmed by a Relentless God,4.15,Horror|Fiction|Science Fiction|Fantasy|Paranormal|Vampires|Apocalyptic|Post Apocalyptic
7770,"One Fish, Two Fish, Red Fish, Blue Fish",4.12,Classics|Fiction|Fantasy|Historical|Historical Fiction|Humor|Science Fiction|Time Travel|Literature|Adventure|Science Fiction|Mythology|Arthurian
32423,Watchers,4.16,Fiction|Romance|Classics|Womens Fiction|Chick Lit
821611,The Story of My Life,4.07,Nonfiction|Self Help|Business|Self Help|Personal Development|Leadership|Psychology|Productivity|Business|Management|Philosophy|Audiobook
6224935,This is Where I Leave You,3.88,Mystery|Crime|Fiction|Mystery|Thriller|Suspense
7108001,Abraham Lincoln: Vampire Hunter,3.7,Romance|Paranormal Romance|Paranormal|Vampires|Romance|Fantasy
271199,"Fruits Basket, Vol. 1",4.23,Classics|Fiction|Historical|Historical Fiction
12985,The Tempest,3.8,Fiction|Animals|Dogs|Animals|Adult Fiction
6917952,"Burned (House of Night, #7)",3.98,Nonfiction|History|Cultural|China|Biography|Autobiography|Memoir|Cultural|Asia
5096,"Wizard and Glass (The Dark Tower, #4)",4.24,Young Adult|Science Fiction|Dystopia|Fantasy|Science Fiction|Fiction
18302455,The Circle,3.46,Fantasy|Paranormal|Vampires|Fantasy|Paranormal|Fantasy|Urban Fantasy|Fiction|Romance|Mystery
9673436,The Invention of Hugo Cabret,4.23,Nonfiction|Language|Writing|Autobiography|Memoir|Biography
5479,Brave New World / Brave New World Revisited,4.16,Fantasy|Urban Fantasy|Fantasy|Paranormal|Fantasy|Fairies|Fae|Romance|Paranormal Romance|Adult
1087204,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)",4.36,Historical|Historical Fiction|Young Adult|Classics|Childrens|Fiction|Childrens|Middle Grade|Cultural|African American|Academic|Read For School|Historical|Realistic Fiction
18812405,The Good Girl,3.81,Romance|New Adult|Contemporary|Romance|Contemporary Romance|Did Not Finish|Young Adult
16070903,"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",4.21,Fiction|Womens Fiction|Chick Lit|Romance|Contemporary|Adult Fiction
18081809,Landline,3.55,Fantasy|Paranormal|Vampires|Fantasy|Paranormal|Fantasy|Urban Fantasy|Fiction|Romance|Mystery
6262365,"Tempted (House of Night, #6)",3.96,Romance|New Adult|Contemporary|Young Adult|Romance|Contemporary Romance|Academic|College
12497,No Country for Old Men,4.12,Mystery|Fiction|Thriller|Mystery|Crime|Thriller|Mystery Thriller|Suspense
6101138,"Wolf Hall (Thomas Cromwell, #1)",3.85,Young Adult|Paranormal|Vampires|Fantasy|Fantasy|Paranormal|Romance
6294,"Howl's Moving Castle (Howl's Moving Castle, #1)",4.3,Fantasy|Paranormal|Vampires|Fantasy|Paranormal|Fantasy|Urban Fantasy|Fiction|Romance|Mystery
11570,Dreamcatcher,3.59,Classics|Fiction|European Literature|German Literature|Literature
16902,Walden,3.79,Fiction|American|Southern|Contemporary
28921,The Remains of the Day,4.1,Nonfiction|Travel|Humor|Autobiography|Memoir|Environment|Nature|Adventure
10766509,The Best of Me,3.91,Classics|Nonfiction|Autobiography|Memoir|Biography|Travel
10746542,The Sense of an Ending,3.7,Classics|Fiction|Romance
64863,"A is for Alibi (Kinsey Millhone, #1)",3.82,Fiction|Science Fiction|Apocalyptic|Post Apocalyptic|Classics|Science Fiction|Dystopia|Science Fiction|Apocalyptic
1554,"Oedipus Rex  (The Theban Plays, #1)",3.67,Romance|Romance|Paranormal Romance|Fantasy|Paranormal|Fantasy|Fantasy|Urban Fantasy
5960325,Shanghai Girls (Shanghai Girls #1),3.87,Fiction|Classics|Literature|Novels|Contemporary
5659,The Wind in the Willows,3.98,Fiction|Romance|Contemporary|Womens Fiction|Chick Lit
15749186,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",4.11,Fiction|Contemporary|Novels
9516,"Persepolis: The Story of a Childhood (Persepolis, #1)",4.23,Poetry|Classics|Fiction|Literature|Romance|Plays|European Literature|British Literature|Academic|School|Drama|Literature|English Literature
3087,A Room with a View,3.91,Young Adult|Fantasy|Paranormal|Romance|Science Fiction|Aliens|Fantasy|Science Fiction
6931356,The DUFF: Designated Ugly Fat Friend,3.86,Classics|Plays|Fiction|Drama
1295102,Lock and Key,4.01,Fantasy|Young Adult|Science Fiction|Dystopia|Romance
479309,"Naked in Death (In Death, #1)",4.13,Poetry|Classics|Fiction|Literature|Fantasy|Academic|School
5355,The Chamber,3.76,Fantasy|Urban Fantasy|Fantasy|Paranormal|Fantasy|Romance|Shapeshifters|Werewolves|Romance|Paranormal Romance
4502877,"Midnight Sun (Twilight, #1.5)",4.03,Fantasy|Young Adult|Romance|Fantasy|Paranormal|Paranormal|Fairies
204042,"Naruto, Vol. 01: The Tests of the Ninja (Naruto, #1)",4.35,Fantasy|Young Adult|Romance|Fantasy|Paranormal
13227454,"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)",3.89,Fantasy|Romance|Fantasy|Fairy Tales|Young Adult|Retellings
13262783,"Every Day (Every Day, #1)",3.99,Fiction|Thriller|Mystery|Suspense
8648,"Xenocide (Ender's Saga, #3)",3.77,Fantasy|Young Adult|Fiction|Fantasy|Magic
24128,The Merchant of Venice,3.78,Religion|Christian|Nonfiction|Classics|Religion|Christianity
402093,"Shōgun (Asian Saga, #1)",4.37,Fiction|Contemporary|Humor|Novels
42900,"Lover Awakened (Black Dagger Brotherhood, #3)",4.45,Fiction|Contemporary|Literary Fiction
16096824,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",4.29,Fiction|Humor|Literature|Novels
13584236,"Fifty Shades Trilogy (Fifty Shades, #1-3)",4.13,Fantasy|Young Adult|Fiction|Childrens|Animals
293595,Chicka Chicka Boom Boom,4.21,Historical|Historical Fiction|Fiction|Historical|Romance|Westerns
6393631,Smile,4.19,Religion|Philosophy|Classics|Spirituality|Nonfiction|Poetry
5472,Animal Farm / 1984,4.26,Classics|Fiction|Fantasy|Historical|Historical Fiction|Lgbt
5161,"The Deep End of the Ocean (Cappadora Family, #1)",3.84,Fantasy|Fiction|Horror
12555,The Bonesetter's Daughter,3.98,Fantasy|Paranormal|Vampires|Fantasy|Paranormal|Fantasy|Urban Fantasy|Fiction|Romance|Mystery
402013,"Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)",3.74,Young Adult|Paranormal|Angels|Fantasy|Fantasy|Paranormal|Romance
13538873,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",3.75,Fantasy|Fiction|Humor|Humor|Comedy|Science Fiction Fantasy|Humor|Funny|Fantasy|Magic|Death|Science Fiction|Novels
43448,"Flowers in the Attic (Dollanganger, #1)",3.79,Young Adult|Paranormal|Angels|Fantasy|Fantasy|Paranormal|Romance
25899336,When Breath Becomes Air,4.32,Science Fiction|Fantasy|Young Adult|Science Fiction|Dystopia|Fiction
139463,Maniac Magee,3.86,Fiction|Classics|Poetry|Literature|Cultural|Russia|Novels
12813565,Invisible Monsters,4.0,Classics|Fiction|Literature|Historical|Historical Fiction
1625,Twelfth Night,3.97,Classics|Fiction|Adventure|Science Fiction
12936,"Gathering Blue (The Giver, #2)",3.8,Nonfiction|Self Help|Relationships|Marriage|Christian|Psychology
902,The Westing Game,4.03,Young Adult|Paranormal|Vampires|Fantasy|Fantasy|Paranormal
15839976,"Red Rising (Red Rising, #1)",4.26,Fiction|Contemporary|Novels|Thriller
3227063,"The Way of Shadows (Night Angel, #1)",4.15,Young Adult|Romance|Contemporary|Womens Fiction|Chick Lit
30868,"The Bean Trees (Greer Family, #1)",3.94,Young Adult|Romance|Fantasy|Contemporary|Fiction
15745950,"Walking Disaster (Beautiful, #2)",4.23,Young Adult|Fantasy|Romance|Fantasy|Fairy Tales|Retellings
17332218,"Words of Radiance (The Stormlight Archive, #2)",4.77,Fiction|Contemporary|Magical Realism|Novels
301736,Guess How Much I Love You,4.36,Fantasy|Young Adult|Fiction|Childrens|Middle Grade|Childrens
10967,"The Fiery Cross (Outlander, #5)",4.26,Fiction|Romance|Novels|Contemporary
10628,Night Shift,3.96,Fiction|Westerns|Historical|Historical Fiction|Classics|Literature
126232,Jaws,3.96,Romance|Fiction|Womens Fiction|Chick Lit|Contemporary
3867,The History of Love,3.91,Fiction|Romance|Animals|Animals|Horses|Contemporary
19302,Pippi Longstocking,4.11,Fiction|Cultural|Africa|Southern Africa|South Africa|Literature|Novels
2967752,The Elegance of the Hedgehog,3.73,Childrens|Picture Books|Childrens|Classics
2199,Team of Rivals: The Political Genius of Abraham Lincoln,4.3,Fiction|Science Fiction|Science Fiction|Dystopia|Classics|Cultural|Russia
7091488,"Dead in the Family (Sookie Stackhouse, #10)",3.88,Young Adult|Paranormal|Vampires|Fantasy|Fantasy|Paranormal|Romance
11989,The Plague,3.97,Fiction|Classics|Literature|Novels|Philosophy|European Literature|British Literature|Literary Fiction|Historical|Historical Fiction|Literature|20th Century|Cultural|France
78418,"The Reptile Room (A Series of Unfortunate Events, #2)",3.95,Fantasy|Young Adult|Adventure|Fiction
13547180,Brain on Fire: My Month of Madness,4.0,Romance|Fiction|Womens Fiction|Chick Lit|Contemporary
305234,"Wicked Lovely (Wicked Lovely, #1)",3.69,Classics|Fiction|Literature|Historical|Historical Fiction
420297,Curious George,4.13,Fantasy|Urban Fantasy|Fantasy|Fantasy|Paranormal|Paranormal|Vampires|Paranormal|Witches|Fantasy|Magic
27712,The Neverending Story,4.17,Mystery|Fiction|Thriller|Horror|Suspense
13912,A Beautiful Mind,4.12,Young Adult|Romance|Contemporary|Womens Fiction|Chick Lit
41681,The Jungle,3.72,Paranormal|Vampires|Fantasy|Paranormal|Fantasy|Urban Fantasy|Romance|Paranormal Romance|Romance|Fantasy
2800905,"The Summoning (Darkest Powers, #1)",4.03,Fiction|Classics|Cultural|France|European Literature|French Literature|Literature
63697,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,4.04,Science Fiction|Fiction|Classics
92364,Eye of the Needle,4.16,Young Adult|Contemporary|Lgbt|Fiction
78433,The Blind Assassin,3.95,Classics|Plays|Fiction|Drama
23164983,"Hollow City (Miss Peregrine’s Peculiar Children, #2)",4.07,Fantasy|Animals|Young Adult|Fiction
7944648,House of Sand and Fog,3.83,Romance|Fiction|Womens Fiction|Chick Lit|Contemporary
17235026,The Girl with All the Gifts,3.93,Horror|Fiction|Science Fiction|Dystopia|Thriller|Science Fiction
77013,As I Lay Dying,3.72,Young Adult|Contemporary|Romance|Fiction
98573,Harold and the Purple Crayon,4.24,Romance|Fiction|Womens Fiction|Chick Lit|Contemporary
35729,"Lover Eternal (Black Dagger Brotherhood, #2)",4.35,Fantasy|Fiction|Fantasy|Epic Fantasy|Fantasy|High Fantasy
29580,Second Foundation (Foundation #3),4.23,Historical|Historical Fiction|Fiction|Cultural|India|Romance|Historical|Classics|Adventure
91477,"Fool Moon (The Dresden Files, #2)",4.04,Autobiography|Memoir|Nonfiction|Biography|Humor
15751404,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",3.9,Romance|New Adult|Contemporary|Romance|Contemporary Romance
870,"Fullmetal Alchemist, Vol. 1 (Fullmetal Alchemist, #1)",4.49,Poetry|Classics|Literature|Literature|18th Century|Fiction
64216,"Guards! Guards! (Discworld, #8)",4.32,Fiction|Fantasy|Horror|Magical Realism|Audiobook
7815,The Year of Magical Thinking,3.86,Religion|Classics|Nonfiction|Christian|Religion|Christianity|History|Philosophy|Reference|Spirituality|Christianity|Lds
80660,We Need to Talk About Kevin,4.07,Fiction|Thriller|Mystery|Thriller|Legal Thriller
112537,"Rendezvous with Rama (Rama, #1)",4.06,Fiction|Mystery|Mystery|Crime|Thriller|Cultural|Denmark|European Literature|Scandinavian Literature
43758,"The Queen of the Damned (The Vampire Chronicles, #3)",3.86,Fantasy|Fiction|Horror|Science Fiction
53835,The Age of Innocence,3.93,Young Adult|Fantasy|Fantasy|Paranormal|Fantasy|Magic|Paranormal|Vampires|Romance|Paranormal|Witches|Fantasy|Supernatural|Fantasy|Urban Fantasy|Paranormal|Demons
61535,The Selfish Gene,4.11,Young Adult|Fantasy|Fantasy|Paranormal|Shapeshifters|Werewolves|Romance
4965,Year of Wonders,4.0,Mystery|Fiction|Classics|Mystery|Crime|Mystery|Noir
32508,"The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)",4.08,Romance|New Adult|Young Adult|Contemporary
667,Anthem,3.62,Fiction|Classics|Literature|Novels|Literature|American
10140661,"Gabriel's Inferno (Gabriel's Inferno, #1)",4.02,Fiction|Classics|Literature|Literature|American
8073,Cloudy With a Chance of Meatballs,4.15,Adventure|Survival|Adventure|Fiction|Literature
6643090,Major Pettigrew's Last Stand,3.87,Womens Fiction|Chick Lit|Fiction|Contemporary|Romance
5598113,"Vision in White (Bride Quartet, #1)",4.1,Classics|Fiction|Cultural|India|Historical|Historical Fiction|Literature
10909,The Tenth Circle,3.48,Classics|Fiction|Historical|Historical Fiction|Adventure|Literature
9067850,"The Throne of Fire (Kane Chronicles, #2)",4.2,Fantasy
51964,"Old Man's War (Old Man's War, #1)",4.23,Fiction|Classics|Philosophy|European Literature|German Literature|Literature
32692,Gerald's Game,3.47,Young Adult|Romance|Contemporary|Fiction
6427,"Two for the Dough (Stephanie Plum, #2)",4.11,Fiction|Classics|Literature|Novels
327847,The Joy of Cooking,4.14,Fantasy|Young Adult|Romance|Fantasy|Paranormal|Paranormal|Fairies
21611,"The Forever War (The Forever War, #1)",4.15,Young Adult|Paranormal|Vampires|Fantasy|Fantasy|Paranormal|Romance
10585,Insomnia,3.79,Romance|Paranormal Romance|Fantasy|Paranormal|Paranormal|Vampires|Romance|Fantasy
7603,Reading Lolita in Tehran,3.57,Fiction|Short Stories|Classics|Literature
944073,"The Blade Itself (The First Law, #1)",4.14,Fantasy|Urban Fantasy|Fantasy|Fantasy|Paranormal|Romance|Romance|Paranormal Romance|Shapeshifters|Werewolves
114955,"The Arctic Incident (Artemis Fowl, #2)",3.94,New Adult|Contemporary|Romance|Contemporary Romance|Romance|Adult|Adult Fiction|Erotica
7354,The Shipping News,3.83,Young Adult|Fantasy|Science Fiction
22318578,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,3.77,Science|Nonfiction|Philosophy|Science|Mathematics
18460392,All the Bright Places,4.19,Fiction|Classics|Womens Fiction|Chick Lit|Romance
231604,"Déjà Dead (Temperance Brennan, #1)",3.86,Historical|Historical Fiction|Fiction|War|Classics|Historical|Romance
17402605,"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)",3.84,Fantasy|Young Adult|Fantasy|Mythology
10964693,The Marriage Plot,3.42,Young Adult|Fantasy|Paranormal|Vampires|Fantasy|Paranormal
16527,Daughter of Fortune,3.89,Young Adult|Fantasy|Science Fiction
22609317,Luckiest Girl Alive,3.48,Horror|Fiction|Paranormal|Vampires|Fantasy|Fantasy|Paranormal
270730,"Crank (Crank, #1)",4.16,Fiction|Historical|Historical Fiction|Cultural|China|Cultural|Asia|Contemporary
17675462,"The Raven Boys (The Raven Cycle, #1)",4.05,Plays|Classics|Drama|Fiction|Academic|School|Plays|Theatre
547094,I Am Legend and Other Stories,3.99,Fiction|Inspirational|Contemporary
1736739,Olive Kitteridge,3.78,Paranormal|Vampires|Young Adult|Fantasy|Fantasy|Paranormal
20588698,"Not That Kind of Girl: A Young Woman Tells You What She's ""Learned""",3.33,Classics|Mystery|Fiction|Mystery|Crime|Mystery|Detective
76865,Good to Great: Why Some Companies Make the Leap... and Others Don't,4.04,Fantasy|Young Adult|Fantasy|Mythology|Adventure
6137154,"Fire (Graceling Realm, #2)",4.12,Childrens|Picture Books|Childrens|Humor|Fiction
17716,Waiting for Godot,3.81,Poetry|Classics|European Literature|Spanish Literature|Romance
43035,White Fang,3.94,Historical|Historical Fiction|Fiction|War|World War II
4978,"Wolves of the Calla (The Dark Tower, #5)",4.17,Fantasy|Fiction|Horror|Science Fiction
18116,His Dark Materials (His Dark Materials #1-3),4.25,Nonfiction|Crime|True Crime|Mystery|Crime|History|Horror
16081272,"The Edge of Never (The Edge of Never, #1)",4.26,Horror|Paranormal|Vampires|Fantasy|Fiction|Fantasy|Paranormal
15776309,Reconstructing Amelia,3.82,Young Adult|Science Fiction|Science Fiction|Dystopia|Romance
18693716,One Plus One,3.94,Christian|Fiction|Religion|Classics|Religion|Christianity|Religion|Theology|Fantasy
11899,The Hours,3.91,Mystery|Fiction|Mystery|Crime|Classics
15858248,"Wallbanger (Cocktail, #1)",4.1,Young Adult|Romance|Contemporary|Fiction
4136,Holidays on Ice,3.95,Fantasy|Young Adult|Romance|Fantasy|Magic
10584,Desperation,3.8,Fiction|Historical|Historical Fiction|Cultural|Canada
9369720,"Passion (Fallen, #3)",3.89,Fiction|Mystery|Thriller|Mystery|Crime
13089710,"The Kill Order (Maze Runner, #0.5)",3.69,Young Adult|Fantasy|Fantasy|Paranormal|Romance
15863832,"Angelfall (Penryn & the End of Days, #1)",4.19,Horror|Fiction|Apocalyptic|Post Apocalyptic|Fantasy|Science Fiction|Science Fiction|Dystopia
187020,Empire Falls,3.91,Fiction|Classics|Philosophy|Literature
13895,"The Fires of Heaven (Wheel of Time, #5)",4.13,Fantasy|Urban Fantasy|Fantasy|Fantasy|Paranormal|Romance|Romance|Paranormal Romance|Fairies|Fae
20820994,I'll Give You the Sun,4.14,Fantasy|Fiction|Fantasy|Urban Fantasy|Fantasy|Mythology
7076703,Survivor,3.93,Classics|Plays|Drama|Fiction
9420,"Shopaholic & Baby (Shopaholic, #5)",3.77,Fantasy|Young Adult|Fantasy|Paranormal|Fantasy|Mythology|Romance|Romance|Paranormal Romance
5091,"The Dark Tower (The Dark Tower, #7)",4.27,Fantasy|Young Adult|Romance|Fantasy|Paranormal|Paranormal|Fairies
6202690,Twilight Director's Notebook : The Story of How We Made the Movie Based on the Novel by Stephenie Meyer,4.2,Fantasy|Fiction|Fantasy|Epic Fantasy|Fantasy|High Fantasy
9418,"Shopaholic Takes Manhattan (Shopaholic, #2)",3.75,Historical|Historical Fiction|Fiction|Historical|Fantasy|Romance
5544,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",4.29,Classics|Fiction|Christian|Religion|Christian Fiction|Religion|Christianity
6654313,"Linger (The Wolves of Mercy Falls, #2)",3.91,Fiction|Historical|Historical Fiction|Classics|Cultural|Australia|Romance|War
3579,"The Complete Anne of Green Gables Boxed Set (Anne of Green Gables, #1-8)",4.42,Christian Fiction|Fiction|Christian|Fantasy
7588,A Portrait of the Artist as a Young Man,3.6,Young Adult|Romance|Contemporary|Realistic Fiction
1166599,"The Gathering Storm (Wheel of Time, #12)",4.34,Science Fiction|Fiction|Humor|Fantasy
19089,Middlemarch,3.93,Fantasy|Fantasy|Urban Fantasy|Mystery|Fiction|Fantasy|Paranormal|Fantasy|Magic
19390926,"Point of Retreat (Slammed, #2)",4.3,Historical|Historical Fiction|Fiction|War|World War II|World War II|Holocaust
5350,The Partner,3.89,Sequential Art|Graphic Novels|Sequential Art|Comics|History|Nonfiction|Autobiography|Memoir
30,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,4.59,Fiction|Classics|Literature|Novels
13517535,"Thoughtless (Thoughtless, #1)",4.12,Classics|Poetry|Cultural|Russia|Fiction|Literature|Russian Literature
425029,Presumed Innocent,4.1,Young Adult|Fantasy|Paranormal|Romance|Science Fiction|Aliens|Fantasy|Science Fiction
11597,The Dark Half,3.74,Fiction|Philosophy|Classics|Cultural|France|Literature|European Literature|French Literature
7968243,Cleopatra: A Life,3.62,Young Adult|Fantasy|Fantasy|Paranormal|Romance|Shapeshifters|Werewolves
1911,The World Is Flat: A Brief History of the Twenty-first Century,3.66,Horror|Short Stories|Fiction|Classics|Fantasy|Science Fiction
17182126,"Steelheart (The Reckoners, #1)",4.16,Science Fiction|Fiction|Fantasy|Humor|Mystery
766020,The Rainbow Fish,4.15,History|Nonfiction|War|World War I|Travel|War|Biography
32829,"Journey to the Center of the Earth (Extraordinary Voyages, #3)",3.84,Paranormal|Vampires|Fantasy|Paranormal|Fantasy|Urban Fantasy|Romance|Paranormal Romance|Romance|Fantasy
6398634,"The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun",3.57,Childrens|Childrens|Picture Books
216363,The Man in the High Castle,3.66,Fiction|Fantasy|Magical Realism|Romance|Fantasy|Magic|Paranormal|Witches|Fantasy|Paranormal
105992,Helter Skelter: The True Story of the Manson Murders,4.0,Mystery|Young Adult|Fiction|Fantasy|Childrens|Childrens|Middle Grade|Adventure
90072,"Dr. Seuss's Green Eggs and Ham: For Soprano, Boy Soprano, and Orchestra",4.44,Fiction|Classics|European Literature|German Literature|Historical|Historical Fiction|Literature|Cultural|Germany
15645,Inferno (The Divine Comedy #1),3.99,Fantasy|Young Adult|Science Fiction|Fiction|Childrens|Classics
