books
book_id,book_title,book_rating,genres
,,,Science Fiction|Fiction|Young Adult|Science Fiction|Dystopia|Fantasy|Paranormal|Science Fiction|Aliens
,,,Fiction|Magical Realism|Classics|European Literature|Spanish Literature|Cultural|Latin American
,,,Fiction|Contemporary|Literary Fiction|Feminism
,,,Sequential Art|Manga|Horror|Mystery|Sequential Art|Graphic Novels|Sequential Art|Comics
,,,Womens Fiction|Chick Lit|Fiction|Travel
,,,Fiction|European Literature|Spanish Literature
,,,Romance|M M Romance|Contemporary|Romance|Fiction
,,,Contemporary|Dark|Thriller|New Adult|Suspense
,,,Science Fiction|Fiction|Fantasy
,,,
,,,Nonfiction|Autobiography|Memoir|Cultural|France|World War II|Holocaust|Roman|Biography
,,,Nonfiction|Health|Mental Health|Autobiography|Memoir|Psychology|Self Help|Mental Health|Mental Illness
,,,Classics|Fiction|Adventure|Young Adult|Historical|Historical Fiction|Childrens|Literature|Adventure|Pirates|Fantasy|Novels
,,,Fiction|Cultural|Australia|Historical|Historical Fiction|Classics
,,,
,,,Fantasy|Childrens
,,,Classics|Fiction|Cultural|Russia|Philosophy|Literature|Russian Literature|Literature
,,,Young Adult|Fantasy|Fantasy|Paranormal|Romance|Science Fiction|Dystopia
,,,
,,,Philosophy|Nonfiction|Classics
,,,New Adult|Romance|Womens Fiction|Chick Lit|Contemporary|Romance|Contemporary Romance
,,,Nonfiction|History|Crime|True Crime|Mystery|Crime|Historical|Mystery|North American Hi...|American History|Audiobook|Biography|Book Club
,,,Fairy Tales|Fairy Tale Retellings|Historical|Historical Fiction
,,,Fantasy|Fiction|Young Adult
,,,Science|Psychology|Nonfiction|Biology|Neuroscience|Philosophy
,,,Classics|Fiction|Historical|Historical Fiction|Literature
,,,Classics|Fiction|European Literature|German Literature|Novels
,,,Fiction|Magical Realism|Historical|Historical Fiction
,,,Nonfiction|Short Stories
,,,
,,,Holiday|Christmas|Christian Fiction|Childrens|Historical|Historical Fiction|Christian|Fiction
,,,Fiction|Classics|Fantasy|Mystery|Literature
,,,Mystery|Thriller|Suspense|Fiction
,,,Fiction|Mystery|Crime|Humor|Politics
,,,Nonfiction|Lgbt|Writing|Essays|Lgbt|Transgender|Autobiography|Memoir|Glbt|Queer
,,,Fiction|Thriller|Spy Thriller|Espionage|Mystery
,,,Womens Fiction|Chick Lit|Fiction|Audiobook|Contemporary
,,,Adventure|Fiction|Classics|Westerns|European Literature|German Literature
,,,Plays|European Literature|Polish Literature|Fiction
,,,Classics|Nonfiction|Autobiography|Memoir|Biography|Travel
,,,Childrens|Middle Grade|Realistic Fiction|Humor|Childrens|Fiction
,,,Philosophy|Religion|Nonfiction|Classics|Politics
,,,Paranormal|Fairies|Childrens|Sports and Games|Sports|Fantasy
,,,Historical|Historical Fiction|Young Adult|Historical|Fiction|War|War|World War II|Young Adult|Teen|Cultural|Russia|Romance|Audiobook
,,,Historical|Historical Fiction|Fiction|Historical|War
,,,Asian Literature|Turkish Literature|Novels|Cultural|Turkish
,,,
,,,Fantasy|Fantasy|Urban Fantasy|Fantasy|Paranormal|Romance|Romance|Paranormal Romance|Fairies|Fae
,,,Novels
,,,Fantasy|Supernatural|Mystery|Mystery|Crime
,,,
,,,Science Fiction|Fiction|Space|Space Opera
,,,Horror|Horror|Zombies|Thriller|Fiction|Science Fiction
,,,Fantasy|Paranormal|Romance|Mystery|Paranormal|Ghosts
,,,Nonfiction|Autobiography|Memoir|Psychology|Health|Mental Health|Mental Health|Mental Illness
,,,Historical|Historical Fiction|Young Adult|Fantasy|Historical|Science Fiction|Science Fiction|Alternate History
,,,Cultural|India
,,,Science|Nonfiction|Biography|Science|Physics|Autobiography|Memoir
,,,Fiction|Cultural|Japan|Asian Literature|Japanese Literature|Magical Realism
,,,Science Fiction|Fiction|Space|Space Opera
,,,Mystery|Noir|Fiction|Mystery|Crime|Cultural|Italy|European Literature|Italian Literature
,,,Classics|European Literature|Italian Literature|Fiction|Cultural|Italy
,,,Fiction|Cultural|Japan|Asian Literature|Japanese Literature|Classics|Literature
,,,Young Adult|Contemporary|Romance|Fiction
,,,Romance|M M Romance|Romance|Contemporary|War|Military Fiction
,,,
,,,Romance|Christian Romance
,,,Science Fiction|Fiction|Fantasy
,,,Science Fiction|Fiction|Fantasy|Science Fiction|Dystopia
,,,Mystery|Fiction|Mystery|Crime|Classics
,,,
,,,Fantasy|Fiction|Science Fiction|Cultural|Africa|Science Fiction|Dystopia
,,,Fantasy|Fantasy|Magic
,,,Sequential Art|Comics|Sequential Art|Graphic Novels|Superheroes|Dc Comics|Fiction|Comics|Comic Book
,,,Classics|Fiction|Historical|Historical Fiction|Adventure|Literature
,,,Mystery|Fiction|Mystery|Crime|Mystery|Detective|European Literature|British Literature
,,,Fiction|Classics|Literary Fiction|Academic|School
,,,Historical|Historical Fiction|Fiction|Historical
,,,Fantasy|Young Adult|Romance|Fantasy|Paranormal|Science Fiction|Steampunk
,,,Romance|Cultural|France|Fiction|Contemporary|Novels
,,,Classics|Fiction|Science Fiction|Science Fiction|Dystopia
,,,Poetry|Classics|European Literature|Spanish Literature|Fiction|Cultural|Spain|Nobel Prize|Literature|Short Stories|Novels|Literature|20th Century
,,,Classics|Fiction|Holiday|Christmas|Fantasy
,,,Nonfiction|History|Cultural|Turkish|Biography|Asian Literature|Turkish Literature
,,,Historical|Historical Fiction|Young Adult|Historical|Fiction|War|War|World War II|Young Adult|Teen|Cultural|Russia|Romance|Audiobook
,,,Fiction|Magical Realism|Cultural|Japan|Fantasy|Asian Literature|Japanese Literature|Contemporary
,,,Young Adult|Romance|Contemporary
,,,
,,,Fiction|Classics|European Literature|German Literature|Short Stories|Literature
,,,Young Adult|Contemporary|Lgbt|Fiction
,,,Romance
,,,Lgbt
,,,Horror|Fiction|Science Fiction|Dystopia|Thriller|Science Fiction
,,,Fiction|Short Stories
,,,Classics|Fiction|Adventure|Young Adult|Historical|Historical Fiction|Childrens|Literature|Adventure|Pirates|Fantasy|Novels
,,,Classics|Fiction|European Literature|Finnish Literature|War|Historical|Historical Fiction
,,,Fiction|Classics|European Literature|Spanish Literature|Novels
,,,Romance|M M Romance|Romance|Contemporary|New Adult
,,,Young Adult|Science Fiction|Fantasy|Science Fiction|Dystopia
,,,Fantasy|Fiction|Childrens|Young Adult
,,,Nonfiction|Spirituality|Philosophy|Self Help|Religion
,,,Mystery|Fiction|Mystery|Crime|Thriller|Mystery Thriller|Cultural|Ireland
,,,Fiction|Contemporary|Literary Fiction|Literature|Jewish|Romance
,,,Nonfiction|Autobiography|Memoir|Lgbt|Audiobook|Biography
,,,
,,,Classics|Fiction|Cultural|Russia|Literature|Russian Literature|Literature
,,,Fantasy|Young Adult|Romance
,,,Fiction|Classics|Historical|Historical Fiction|Romance|Magical Realism
,,,Sequential Art|Comics|Sequential Art|Bande Dessinée|Sequential Art|Graphic Novels|Humor|Graphic Novels Comics
,,,
,,,Fiction|Politics
,,,Romance|New Adult|Romance|Contemporary Romance|Contemporary
,,,Nonfiction|Writing|Essays|Music|Poetry|Autobiography|Memoir
,,,Science Fiction|Fiction|Young Adult
,,,Thriller|Science Fiction|Fantasy|Supernatural
,,,European Literature|Bulgarian Literature
,,,Fiction|European Literature|Italian Literature|Novels
,,,Cultural|France|Fiction|Contemporary
,,,Classics|Fiction|Science Fiction|War
,,,Fantasy|Fiction|Fantasy|Urban Fantasy|Science Fiction|Horror
,,,Fantasy|Young Adult|Fantasy|Magic|Fantasy|High Fantasy|Fiction
,,,Fiction|Contemporary|Adult|Adult Fiction
,,,Nonfiction|History|Science|Animals|Environment|Nature|New York|Science|Natural History
,,,Fantasy|Lgbt|Glbt|Queer|Science Fiction|Short Stories|Science Fiction|Dystopia|Lgbt|Asexual
,,,Fantasy|Romance|Young Adult|New Adult
,,,Music|Nonfiction|Biography
,,,Nonfiction|History|Science|Anthropology|Philosophy
,,,Lgbt|Fiction|Romance|Contemporary
,,,Historical|Historical Fiction|Fiction|Crime|True Crime|Historical|Mystery|Crime
,,,Historical|Historical Fiction|Fiction|Mystery
,,,Nonfiction|Psychology|Self Help|Science|Neuroscience|Brain|Productivity
,,,Poetry|European Literature|German Literature
,,,Fantasy|Young Adult|Science Fiction|Dystopia
,,,Philosophy|Nonfiction|Biography
,,,Art|Philosophy|Nonfiction|Cultural|Russia|Literature|Russian Literature|Classics|Literature|Writing|Essays|Literature|19th Century|Criticism
,,,Fantasy|Fantasy|Dragons|Young Adult|Romance
,,,Science Fiction|Fiction
,,,European Literature|Ukrainian Literature|Fiction|Childrens|Cultural|Ukraine|Adventure
,,,Fiction|Cultural|Russia|Literature|Literature|Russian Literature
,,,Fiction|Classics|Fantasy|Philosophy
,,,Art|Nonfiction|Art|Art History|History
,,,Fantasy|Fiction|Classics|Adventure
,,,Poetry|Classics|Lgbt|Philosophy
,,,Nonfiction|Biography|History|Audiobook
,,,Fantasy|Young Adult|Fantasy|Paranormal|Romance|Did Not Finish
,,,Fantasy|Fiction|European Literature|Polish Literature
,,,Sequential Art|Manga|Novels|Light Novel|Fiction|Fantasy
,,,Classics|Fiction|Academic|School|Literature|Historical|Historical Fiction
,,,Young Adult|Mystery|Science Fiction
,,,Childrens|Middle Grade|Realistic Fiction|Sports and Games|Sports|Young Adult|Fiction
,,,Fiction|Cultural|Pakistan|Cultural|Asia|Literary Fiction|Contemporary
,,,Nonfiction|Economics|Finance|Business|Economics|Biography|Autobiography|Memoir|Biography Memoir
,,,
,,,New Adult|Fantasy|Fantasy|Paranormal|Romance|Fairies|Fae|Fantasy|Urban Fantasy|Romance|Paranormal Romance
,,,Nonfiction|Science|Humor|Sexuality|Psychology
,,,Horror|Thriller|Fiction
,,,Classics|Fiction|Adventure|Animals|Young Adult
,,,Romance|New Adult|Contemporary|Romance|Contemporary Romance|Young Adult
,,,Nonfiction|Couture|Fashion|Biography
,,,Classics|Fantasy|Fiction|Childrens|Fantasy|Fairy Tales|Audiobook
,,,Psychology
,,,Sequential Art|Graphic Novels|Sequential Art|Comics|Science Fiction|Fantasy
,,,Fantasy|Young Adult|Romance|Fiction
,,,
,,,Classics|Fiction|Literature
,,,Young Adult|Realistic Fiction|Fiction|Young Adult|Teen|Adventure|Contemporary
,,,
,,,Fantasy|Young Adult|Romance|Fantasy|Paranormal
,,,Fiction|Historical|Historical Fiction|New York|Book Club
,,,Fantasy|Romance|Young Adult|Fantasy|Fairy Tales|Fiction
,,,Nonfiction|Feminism|Writing|Essays
,,,Young Adult|Contemporary|Romance|Realistic Fiction|Fiction
,,,Science Fiction|Steampunk|Young Adult|Fantasy|Mystery
,,,Fiction|Contemporary|Sports and Games|Sports|Audiobook
,,,Science Fiction|Philosophy|Adventure
,,,Science Fiction|Philosophy|Logic|Novels
,,,Young Adult|Contemporary|Romance
,,,Science Fiction|Fiction|Audiobook
,,,Science Fiction|40k|Fiction
,,,Historical|Historical Fiction|Fiction|War|Cultural|Russia|Historical|War|World War II
,,,Fantasy|Supernatural|Fantasy
,,,Nonfiction|Science|Science|Mathematics
,,,Fiction|Mystery|Contemporary|Womens Fiction|Chick Lit|Adult|Audiobook|Adult Fiction|Cultural|Australia|Thriller|Mystery Thriller|Thriller
,,,Fiction|Fantasy|Contemporary|Literary Fiction|Science Fiction|Literature
,,,
,,,Young Adult|Science Fiction|Fantasy
,,,Sequential Art|Comics|Fantasy|Sequential Art|Graphic Novels|Graphic Novels Comics
,,,Fantasy|Fiction|Fantasy|Epic Fantasy|Science Fiction Fantasy
,,,Fiction|European Literature|Italian Literature|Cultural|Italy
,,,Young Adult|Fantasy|Fantasy|Paranormal|Paranormal|Angels|Romance
,,,Thriller
,,,Nonfiction|Autobiography|Memoir
,,,Young Adult|Fantasy|Paranormal|Angels|Fantasy|Paranormal|Romance
,,,Horror|Fiction|Fantasy|Thriller
,,,Science Fiction|Fiction|Audiobook
,,,Young Adult|Contemporary|Fiction|Realistic Fiction
,,,Fantasy|Childrens|Middle Grade|Young Adult|Fantasy|Magic
,,,Historical|Historical Fiction|Young Adult|Historical|Fiction|War|World War II|War
,,,Horror|Fiction|Thriller
,,,Fiction|Contemporary|Humor|Audiobook
,,,Romance|Romance|Contemporary Romance|Contemporary
,,,Psychology|Nonfiction|Self Help|Science|Business
,,,Childrens|Fiction
,,,Romance|Romance|Contemporary Romance|Contemporary
,,,Philosophy|Writing|Essays|Classics|Nonfiction|Cultural|France
,,,Fiction|Literature|Russian Literature|Cultural|Russia|Classics|Literature|War
,,,Fiction|Science Fiction|Mystery|Science Fiction|Dystopia|Thriller|Horror
,,,
,,,
,,,Fantasy|Fantasy|Epic Fantasy|Fiction|Fantasy|High Fantasy
,,,Womens Fiction|Chick Lit|Romance|Humor|Contemporary
,,,Romance|Romance|Contemporary Romance|Contemporary|Womens Fiction|Chick Lit|Adult
,,,Fantasy|Urban Fantasy|Fantasy|Young Adult|Mystery
,,,Science Fiction|Fiction|Thriller|Adventure|Fantasy
,,,Historical|Historical Fiction|Fiction|Religion|Fantasy|Romance|Historical
,,,Mystery|Mystery|Crime|Thriller|Fiction
,,,
,,,Fantasy|Romance|Paranormal|Vampires
,,,Classics|Fiction|Romance
,,,Fiction|Historical|Historical Fiction|Mystery|Fantasy
,,,Fiction|Short Stories|Classics|Magical Realism|Literature|Fantasy
,,,Fiction|Historical|Historical Fiction|Science Fiction|Science Fiction|Time Travel|Fantasy
,,,Classics|Fiction|Romance|Historical|Historical Fiction|Literature|19th Century
,,,Classics|Fiction|Historical|Historical Fiction|Literature
,,,Classics|Cultural|India|Religion|Fantasy|Mythology|Poetry|Fiction
,,,Science Fiction|Young Adult|Fantasy|Science Fiction|Dystopia|Romance|Fiction|Action|Science Fiction|Aliens
,,,Nonfiction|Art|Photography|History|Politics|Biography|Art|Politics|Presidents|Autobiography|Memoir|Adult|North American Hi...|American History
,,,Unfinished
,,,Philosophy|Nonfiction|Death|Psychology
,,,Novels|Romance|Fiction
,,,Fantasy|Young Adult|New Adult
,,,European Literature|Hungarian Literature
,,,
,,,Short Stories|Literature
,,,Science Fiction|Fiction|Space|Space Opera
,,,Classics|Plays|Fiction|Drama|Academic|School
,,,Classics|Fiction|Cultural|Russia|Literature|Literature|Russian Literature
,,,Fiction|Historical|Historical Fiction|Literature|Novels|Contemporary|War|World War II
,,,Art|Nonfiction
,,,Romance|Historical Romance|Romance|Historical
,,,Nonfiction|History|Biography|Classics|Autobiography|Memoir
,,,Classics|Fiction|Romance
,,,Philosophy|Nonfiction|Environment|Nature|Spirituality|Psychology|Biology|Ecology
,,,Science Fiction|Fiction|Science Fiction|Dystopia|Science Fiction|Alternate History|Classics
,,,Historical|Historical Fiction|Fiction|Historical|War|Cultural|Greece|War|Military Fiction
,,,Romance|Contemporary|Womens Fiction|Chick Lit|Romance|Contemporary Romance|Adult|Fiction
,,,
,,,Young Adult|Contemporary|Lgbt|Romance|Fiction
,,,Fantasy|Romance|Science Fiction|Time Travel
,,,Science Fiction|Fantasy|Space|Space Opera|Fantasy|Magic
,,,Fiction|Womens Fiction|Chick Lit|Contemporary
,,,Science Fiction|Fiction|Audiobook|Fantasy
,,,Mystery|Thriller|Fiction|Thriller|Mystery Thriller
,,,Economics|Finance
,,,Classics|Fiction|Academic|School|Literature|Historical|Historical Fiction|Romance|Novels|Academic|Read For School|Young Adult|High School|Literature|American
,,,Historical|Historical Fiction|Fiction|Mystery|Historical|Cultural|Sweden|Fantasy
,,,Classics|Fiction|Science Fiction|Science Fiction|Dystopia
,,,Historical|Historical Fiction|Young Adult|Childrens|Middle Grade|Realistic Fiction|Fiction
,,,
,,,Historical|Historical Fiction|Fiction|Contemporary|Romance|Adult|Womens Fiction|Chick Lit
,,,Fiction|Contemporary|European Literature|German Literature|Science Fiction|Dystopia
,,,Short Stories|Fiction|Literature|Classics|Magical Realism
,,,History|Nonfiction|Cultural|Africa|Biography|Politics
,,,Mystery|Fiction|Contemporary|Thriller|Thriller|Mystery Thriller|Adult
,,,Fiction|Historical|Historical Fiction|Mystery|American|Southern
,,,Fiction|Humor|Fantasy|Humor|Comedy|Science Fiction Fantasy
,,,Fiction|Magical Realism|Fantasy|Contemporary|Novels|Feminism|Literature
,,,Nurses|Nursing|Nonfiction|Medical|Autobiography|Memoir|Health|Medicine|Academic|Read For School
,,,Esoterica|Astrology|Nonfiction|Reference|Spirituality
,,,Nonfiction|Autobiography|Memoir|Humor|Humor|Funny|Biography
,,,Fiction|Cultural|Australia|Historical|Historical Fiction|Classics
,,,Fiction|Young Adult|Coming Of Age|Literature|Glbt|Queer|European Literature|British Literature
,,,Philosophy|History|Nonfiction|Politics
,,,Fiction|Classics|Cultural|Russia|Literature|Russian Literature|Literature|Historical|Historical Fiction|War|Novels|Short Stories|Literature|19th Century
,,,Fiction|Humor|Media Tie In|Movies|Humor|Funny|Gay|Gay Fiction
,,,Fantasy|Fiction|Fantasy|Epic Fantasy|Science Fiction Fantasy|Fantasy|High Fantasy
,,,Fiction|Historical|Historical Fiction|War|World War II|War|War|Military Fiction
,,,Sequential Art|Graphic Novels|Sequential Art|Comics|Fantasy|Fiction|Graphic Novels Comics
,,,Fiction|New York|Novels|Historical|Historical Fiction
,,,Fiction|Novels|European Literature|Czech Literature|Literature
,,,European Literature|Italian Literature|Cultural|Italy|Fiction
,,,Science Fiction|Fantasy|Fiction
,,,Young Adult|Romance|Contemporary|Womens Fiction|Chick Lit|Holiday|Christmas
,,,Christian
,,,Fiction|Thriller|Mystery|Suspense
,,,Nonfiction|Biography|History|Lgbt|Politics|Glbt|Queer
,,,Philosophy|Nonfiction|Religion|Buddhism|Religion|Spirituality
,,,History|Nonfiction
,,,Spirituality|Nonfiction|Autobiography|Memoir|Religion|Inspirational
,,,Thriller|Crime|True Crime|Nonfiction|Mystery|Crime|Mystery
,,,Sequential Art|Comics|Humor|Sequential Art|Comic Strips|Fiction|Graphic Novels Comics
,,,Fiction|Design|Art|Humor|Novels
,,,Fiction|Young Adult|Childrens
,,,Esoterica|Astrology|Spirituality|New Age|Nonfiction|Reference
,,,Young Adult|Fiction|Romance|Humor|Young Adult|Teen|Mystery
,,,Nonfiction|Business|Self Help|Psychology|Language|Communication|Leadership|Self Help|Personal Development
,,,Fiction|Christianity|Lds
,,,Nonfiction|Science|Economics|Psychology|Biology|Evolution|Sociology
,,,Young Adult|Fiction|Young Adult|Teen|Contemporary|Romance
,,,Nonfiction|Biography|History|Religion|Spirituality
,,,Cultural|Africa|Fiction|Eastern Africa|Zimbabwe|Literature|Historical|Historical Fiction|Literary Fiction|Literature|African Literature|Novels|Academic|School|Race
,,,Science Fiction|Apocalyptic|Post Apocalyptic|Science Fiction Fantasy
,,,Fantasy|Science Fiction|Steampunk|Fiction|Fantasy|Dark Fantasy|Science Fiction|Horror
,,,Romance|Historical|Audiobook
,,,Fantasy|Fiction|Science Fiction
,,,Sequential Art|Graphic Novels|Sequential Art|Comics|Graphic Novels Comics
,,,Fiction
,,,
,,,
,,,Politics|Nonfiction|Biography|Humor|History
,,,Poetry|Christianity|Lds|Religion
,,,Nonfiction|Writing|Essays|Environment|Nature|Autobiography|Memoir|Environment
,,,Nonfiction|Autobiography|Memoir|Biography
,,,Romance|Historical Romance|Romance|Historical|Historical|Regency|Historical|Historical Fiction
,,,Short Stories|Mystery|Fiction|Cultural|Ireland|Mystery|Noir|Mystery|Crime|Anthologies
,,,Fantasy|Science Fiction|Fiction|Science Fiction|Dystopia
,,,Biography|Nonfiction|Biography|Autobiography|Autobiography|Memoir|Music|Childrens|Love|Biography Memoir|Childrens|Middle Grade|Contemporary
,,,Nonfiction|Christian|Religion
,,,Fantasy|Fiction|Historical|Fantasy|Magic|Historical|Historical Fiction
,,,Fantasy|Fiction|Fantasy|High Fantasy|Fantasy|Magic
,,,Historical|Historical Fiction|Historical
,,,Fantasy|European Literature|Spanish Literature
,,,Fantasy|Christian|Christian Fiction|Fiction|Adventure|Young Adult|Adventure|Pirates
,,,Classics|Cultural|France|Short Stories|Fiction|Horror|Fantasy|European Literature|French Literature|Academic|School|Literature|19th Century|Literature
,,,Childrens|Picture Books|Childrens|Animals|Animals|Cats
,,,Young Adult|Fiction|Childrens|Childrens|Middle Grade|Realistic Fiction
,,,Autobiography|Memoir|Biography|Nonfiction|History|American|Southern
,,,Fiction|Cultural|African American|Literature|Classics|Novels|Literature|American
,,,
,,,Young Adult|Fantasy|Paranormal|Shapeshifters|Werewolves|Fantasy
,,,Crime|True Crime|Nonfiction|Mystery|Crime|Autobiography|Memoir
,,,Historical|Historical Fiction|Fiction|Historical|Audiobook
,,,Poetry|Classics|Fiction
,,,Historical|Historical Fiction|Fiction|Historical|Christian Fiction|Romance
,,,Realistic Fiction|Childrens|Middle Grade|War|Childrens|Juvenile|Childrens
,,,Young Adult|Fiction|Womens Fiction|Chick Lit|Romance|Realistic Fiction|Contemporary
,,,Cultural|African American|Anthologies
,,,Fiction|Fantasy|Horror|Thriller|Literature
,,,Christian Fiction|Mystery|Romance|Fiction|Christian|Suspense
,,,Sequential Art|Manga|Sports and Games|Sports|Manga|Shonen
,,,Fiction
,,,
,,,Novels
,,,Fiction|Historical|Historical Fiction|European Literature|British Literature
,,,Crime|True Crime|History|Mystery|Crime|Nonfiction
,,,Romance|Historical Romance|Romance|Historical|Westerns|Historical|Historical Fiction
,,,Womens Fiction|Chick Lit|Asian Literature|Indonesian Literature|Novels|Romance|Fiction
,,,Fiction|Literature|Russian Literature|Cultural|Russia|Classics|Politics|Philosophy
,,,Fantasy|Romance|M M Romance|Romance|Lgbt|Lgbt|Gay
,,,Fantasy|Young Adult|Paranormal|Witches|Fantasy|Paranormal|Fantasy|Magic
,,,Fiction|Cultural|Canada|Romance|Drama
,,,Fiction|Historical|Historical Fiction|Classics|Young Adult|Coming Of Age|Novels|Literature|Literary Fiction|Book Club|Womens|Contemporary
,,,Young Adult|Music|Fiction|Contemporary|Music|Punk
,,,Fiction|Historical|Historical Fiction|Literary Fiction
,,,Womens Fiction|Chick Lit|Romance|Romance|Contemporary Romance|Fiction
,,,Paranormal|Vampires|Young Adult|Fantasy|Paranormal|Witches|Fantasy|Paranormal|Fantasy|Supernatural
,,,Fantasy|Young Adult|Fiction|Adventure|Childrens
,,,Humor|Nonfiction|Humor|Funny|Childrens|Middle Grade
,,,Humor|Sequential Art|Comics|Sequential Art|Graphic Novels|Fiction|Humor|Comedy
,,,Fiction|Cultural|African American|Womens Fiction|Chick Lit|Romance
,,,Science|Environment|Academic|School
,,,Design|Architecture|Nonfiction|Philosophy|Art
,,,Horror|Young Adult|Fantasy|Supernatural|Fiction
,,,Nonfiction|Cultural|Latin American|Literature|European Literature|Spanish Literature
,,,Adult Fiction|Erotica|Paranormal|Vampires|Horror|Horror|Erotic Horror|Fiction|Sexuality
,,,Religion|Christianity|Lds|Religion|Church|Nonfiction|Spirituality
,,,Fiction|Humor|Classics|Humor|Comedy
,,,Nonfiction|Autobiography|Memoir
,,,Young Adult
,,,Nonfiction|Autobiography|Memoir|Biography|Psychology
,,,Mystery|Fiction|Thriller
,,,
,,,Science Fiction|Time Travel|Short Stories|Fiction|Science Fiction|Fantasy|Anthologies
,,,Fantasy|Paranormal|Vampires|Science Fiction Fantasy|Science Fiction
,,,Fiction|Romance|Drama
,,,Religion|Nonfiction|Asian Literature|Indonesian Literature
,,,
,,,Adult Fiction|Erotica
,,,Historical|Historical Fiction|Fiction|Historical|Adventure
,,,Childrens|Poetry|Childrens|Picture Books
,,,Young Adult|Fiction|Mental Health|Mental Illness|Sociology|Abuse|Health|Mental Health|Realistic Fiction
,,,Fiction|Classics|Young Adult|Coming Of Age|European Literature|British Literature
,,,Speculative Fiction|Fantasy|Science Fiction|Romance|Interracial Romance|Romance|Paranormal Romance|Romance
,,,Sequential Art|Manga|Sequential Art|Comics|Sequential Art|Graphic Novels|Fiction|Humor|Realistic Fiction|Slice Of Life
,,,Young Adult|Mystery|Science Fiction
,,,Media Tie In|Doctor Who|Science Fiction
,,,Young Adult|Womens Fiction|Chick Lit|Contemporary
,,,Horror|Shapeshifters|Werewolves|Fantasy|Fiction
,,,Fiction|Childrens
,,,Fantasy|Romance|M M Romance|Romance|Fantasy|Paranormal|Paranormal|Ghosts
,,,European Literature|Dutch Literature|Fiction|Adult Fiction
,,,Fantasy|Short Stories|European Literature|German Literature|Fiction
,,,Anthropology|Nonfiction|Anthropology|Ethnography|Cultural|Brazil|Sociology
,,,Romance|Paranormal Romance|Fantasy|Paranormal|Romance|Adult Fiction|Erotica|Paranormal|Demons|Fantasy|Fantasy|Urban Fantasy
,,,Poetry
,,,Young Adult|Fiction|Realistic Fiction|Contemporary
,,,Cultural|China|Fiction|Classics|Asian Literature|Chinese Literature|Literature|Literature|18th Century
,,,
,,,Fantasy|Paranormal|Romance|Paranormal Romance|Romance|Fantasy
,,,Romance|Paranormal Romance|Fantasy|Paranormal|Romance|Paranormal|Demons|Fantasy
,,,Fantasy|Romance
,,,History|Nonfiction|War|Military Fiction|Military|Military History|War
,,,Mystery|Romance|Thriller|Romance|Romantic Suspense|Fiction|Suspense
,,,Young Adult|Sports and Games|Sports|Realistic Fiction|Fiction|Young Adult|Teen|Family|Young Adult|Coming Of Age
,,,Nonfiction|Cultural|Iran|History|Politics|Religion|Religion|Islam
,,,Short Stories|Fiction|Literature|Literature|American
,,,Lds|Lds Fiction|Young Adult|Christianity|Lds|Realistic Fiction|Romance
,,,Fantasy|Paranormal|Anthologies|Romance|Paranormal Romance|Romance|Fantasy|Fantasy|Urban Fantasy
,,,Westerns|Fiction|Historical|Historical Fiction
,,,Childrens|Picture Books|Childrens|Realistic Fiction
,,,Gender|Gender Studies|Plays|Theatre|Sexuality|Drama|Reference
,,,Science Fiction|Fiction|Thriller|Fantasy|Adventure|Horror|Fantasy|Mythology|Action|Novels|Historical|Historical Fiction
,,,Classics|Poetry|Fiction|Short Stories|Horror|Mystery
,,,Fantasy|Short Stories|Fiction|Horror|Classics|Fantasy|Weird Fiction
,,,Cultural|France|European Literature|French Literature|Literature|20th Century|Novels
,,,Romance|Romance|Contemporary Romance|Category Romance|Harlequin|Contemporary|Harlequin|Harlequin Blaze|Adult Fiction|Erotica
,,,Westerns|Fiction
,,,Historical|Historical Fiction|Romance|Historical Romance|Romance|Cultural|Scotland|Historical|Historical|Medieval|Fiction
,,,Business|Self Help|Leadership|Nonfiction|Self Help|Personal Development|Psychology
,,,Nonfiction|Science|Agriculture|Environment|Environment|Nature|Food and Drink|Food|Writing|Essays|Environment|Sustainability
,,,Science Fiction|Fiction|Science Fiction Fantasy|Speculative Fiction
,,,Fantasy|Young Adult|Fiction|Adventure|Childrens|Middle Grade
,,,Nonfiction|Psychology|Health|Mental Health|Mental Health|Mental Illness|Art|Photography|Autobiography|Memoir|Art|Feminism|Sociology|Health
,,,Nonfiction|History|Travel|Biography|Adventure
,,,Fiction|American|Southern|Literary Fiction
,,,Fantasy|Urban Fantasy|Paranormal|Vampires|Mystery|Fantasy|Paranormal|Romance|Mystery|Cozy Mystery
,,,Nonfiction|Religion|Theology|Religion|Christianity|Spirituality|Religion|Faith
,,,Fiction|Cultural|France|Cultural|Canada|Short Stories|Literature|Canadian Literature
,,,Historical|Historical Fiction|Young Adult|Fiction|Historical
,,,
,,,Romance|Historical Romance|Romance|Historical
,,,Christian|Religion|Theology|Nonfiction|Religion|Christianity|Religion|Faith|Christian|Christian Living|Religion
,,,Poetry|Philosophy|Nonfiction|European Literature|Irish Literature|Literature|Cultural|Ireland|Classics
,,,Adult Fiction|Erotica|Cultural|African American|Romance|Fiction
,,,Politics|Biography
,,,Young Adult|Mystery|Contemporary|Romance|Womens Fiction|Chick Lit
,,,Sports and Games|Sports|Sports|Baseball|Fiction|Novels
,,,Autobiography|Memoir|Nonfiction|Biography|Biography Memoir
,,,
